normalization,word_ngram,char_ngram,char_weight,location_boost,cold,warm,benchmark_mix_63_cold_37_warm,bootstrap_cold_mean,bootstrap_cold_std,bootstrap_cold_min,bootstrap_cold_max,bootstrap_warm_mean,bootstrap_warm_std,bootstrap_warm_min,bootstrap_warm_max,bootstrap_mix_mean,bootstrap_mix_std,bootstrap_mix_min,bootstrap_mix_max
plain,unigram,2_to_3,0.3,0.7,0.53236,0.5551856410256412,0.5408054871794873,0.5381746666666667,0.009151792538441087,0.5238266666666667,0.5498933333333332,0.5530008717948718,0.009158366630392894,0.5380189743589744,0.5692379487179487,0.5436603625641026,0.007879317562049385,0.5326310205128205,0.5546729743589742
plain,unigram,2_to_3,0.3,0.8,0.53236,0.5551856410256412,0.5408054871794873,0.5381746666666667,0.009151792538441087,0.5238266666666667,0.5498933333333332,0.5530008717948718,0.009158366630392894,0.5380189743589744,0.5692379487179487,0.5436603625641026,0.007879317562049385,0.5326310205128205,0.5546729743589742
plain,unigram,2_to_3,0.3,0.9,0.53236,0.5551856410256412,0.5408054871794873,0.5381746666666667,0.009151792538441087,0.5238266666666667,0.5498933333333332,0.5530008717948718,0.009158366630392894,0.5380189743589744,0.5692379487179487,0.5436603625641026,0.007879317562049385,0.5326310205128205,0.5546729743589742
plain,unigram,2_to_3,0.3,1.0,0.53236,0.5551856410256412,0.5408054871794873,0.5381746666666667,0.009151792538441087,0.5238266666666667,0.5498933333333332,0.5530008717948718,0.009158366630392894,0.5380189743589744,0.5692379487179487,0.5436603625641026,0.007879317562049385,0.5326310205128205,0.5546729743589742
plain,unigram,2_to_3,0.4,0.0,0.23957999999999996,0.25241076923076927,0.2443273846153846,0.2383153333333333,0.007154280114072777,0.2238133333333333,0.24709999999999996,0.2506098461538462,0.006168739427163599,0.23986410256410254,0.26002153846153847,0.24286430307692308,0.0050299849801748175,0.23321626666666664,0.24966343589743586
plain,unigram,2_to_3,0.4,0.1,0.34969333333333336,0.3768407692307692,0.35973788461538464,0.34917733333333334,0.006723514072379216,0.33509333333333335,0.35733333333333334,0.3777591794871795,0.006159271835131649,0.3672641025641026,0.38925230769230773,0.3597526164102564,0.0036334035930112966,0.3551321538461539,0.3652891025641026
plain,unigram,2_to_3,0.4,0.2,0.43062666666666666,0.45332153846153844,0.43902376923076925,0.4302506666666666,0.008495093834635344,0.41522666666666663,0.4455266666666666,0.4501163589743589,0.006403464789399567,0.4427533333333333,0.4631430769230768,0.4376009728205128,0.005673267295885478,0.42982364102564097,0.4476553999999999
plain,unigram,2_to_3,0.4,0.3,0.4968666666666667,0.5261615384615385,0.5077057692307693,0.5010066666666667,0.00930239316082256,0.4893333333333334,0.5153333333333334,0.523314358974359,0.007068908525920201,0.5110615384615386,0.534523076923077,0.5092605128205128,0.007423244895422262,0.4995147692307692,0.5205835384615385
plain,unigram,2_to_3,0.4,0.4,0.5201600000000001,0.5466548717948718,0.5299631025641026,0.5254746666666666,0.009826173061626624,0.5116266666666667,0.5416933333333332,0.543810358974359,0.008132204467130408,0.5331548717948718,0.5585764102564104,0.5322588728205128,0.008181246169425088,0.5223936666666666,0.5454635384615384
plain,unigram,2_to_3,0.4,0.5,0.52536,0.5520215384615386,0.5352247692307692,0.5311346666666666,0.00910876761188949,0.5188266666666667,0.5478933333333332,0.549440358974359,0.008614133961761373,0.5358548717948717,0.565043076923077,0.5379077728205128,0.007813234664227973,0.5280503025641025,0.5517375384615384
